"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"
"2009-01-04T23:55:19"	"1231113319"	"So Contagious"	"bf83bac3-63ee-4b9d-b7ea-2d0b0b027180"	"Acceptance"	"364e1151-40f0-476d-a437-8fc6427262e8"	"So Contagious"	"bf83bac3-63ee-4b9d-b7ea-2d0b0b027180"	"Acceptance"	"364e1151-40f0-476d-a437-8fc6427262e8"
"2009-01-04T23:55:21"	"1231113321"	"Magdalena"	"a54366d9-e627-4374-b662-d50a7676df21"	"A Perfect Circle"	"078a9376-3c04-4280-b7d7-b20e158f345d"	"Magdalena"	"a54366d9-e627-4374-b662-d50a7676df21"	"A Perfect Circle"	"078a9376-3c04-4280-b7d7-b20e158f345d"
"2009-01-04T23:55:51"	"1231113351"	"Changeless"	"2371fd87-b47e-4fec-b68b-0e47e666a987"	"Carbon Leaf"	"d3fb1614-78fd-4555-9c68-f8b25add2de7"	"Changeless"	"2371fd87-b47e-4fec-b68b-0e47e666a987"	"Carbon Leaf"	"d3fb1614-78fd-4555-9c68-f8b25add2de7"
"2009-01-05T06:17:35"	"1231136255"	"You Can't Always Get What You Want"	"40afb124-5539-4288-8678-8fb2d8298f2e"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"	"You Can't Always Get What You Want"	"40afb124-5539-4288-8678-8fb2d8298f2e"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"
"2009-01-05T06:17:39"	"1231136259"	"Sympathy for the Devil"	"bd473640-02a7-4650-8341-62bd7df09605"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"	"Sympathy for the Devil"	"bd473640-02a7-4650-8341-62bd7df09605"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"
"2009-01-05T06:17:41"	"1231136261"	"Get Off Of My Cloud"	"3ed30f1a-b0ff-4a07-a45c-8911d8bc61bc"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"	"Get Off Of My Cloud"	"3ed30f1a-b0ff-4a07-a45c-8911d8bc61bc"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"
"2009-01-05T06:20:00"	"1231136400"	"Ruby Tuesday"	"034b2e00-07bf-423e-a0b8-0b671c131387"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"	"Ruby Tuesday"	"034b2e00-07bf-423e-a0b8-0b671c131387"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"
"2009-01-05T06:46:50"	"1231138010"	"Paint It Black"	"dee6539b-e09d-4ed5-b5c8-c70fb0a8447d"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"	"Paint It Black"	"dee6539b-e09d-4ed5-b5c8-c70fb0a8447d"	"The Rolling Stones"	"b071f9fa-14b0-4217-8e97-eb41da73f598"
"2009-01-05T06:46:54"	"1231138014"	"Everything Zen"	"77c76304-1c1f-476f-abc3-18a7b67e9e62"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"	"Everything Zen"	"77c76304-1c1f-476f-abc3-18a7b67e9e62"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"
"2009-01-05T06:58:47"	"1231138727"	"Machinehead"	"163c3cc1-43af-4999-becf-736314121b1a"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"	"Machine Head"	""	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"
"2009-01-05T06:58:58"	"1231138738"	"Adrenaline"	""	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"	"Adrenaline"	""	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"
"2009-01-05T07:06:06"	"1231139166"	"The Chemicals Between Us"	"a44b6da7-3d70-405e-92c0-85057c2567ca"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"	"The Chemicals Between Us"	"a44b6da7-3d70-405e-92c0-85057c2567ca"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"
"2009-01-05T07:30:44"	"1231140644"	"This Is the New Shit"	"008019bd-7506-4b2b-b4e0-252189a35f14"	"Marilyn Manson"	"5dfdca28-9ddc-4853-933c-8bc97d87beec"	"This Is the New Shit"	"008019bd-7506-4b2b-b4e0-252189a35f14"	"Marilyn Manson"	"5dfdca28-9ddc-4853-933c-8bc97d87beec"
"2009-01-05T07:30:49"	"1231140649"	"Swallowed"	"17fee08b-7323-4b31-910f-8948bebbc583"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"	"Swallowed"	"17fee08b-7323-4b31-910f-8948bebbc583"	"Bush"	"6d6d62b2-cff7-447b-ab26-72910aa15c31"
"2009-01-05T07:30:50"	"1231140650"	"The Dope Show"	"f035cfa2-f3be-4e12-aef2-816a30396ea8"	"Marilyn Manson"	"5dfdca28-9ddc-4853-933c-8bc97d87beec"	"The Dope Show"	"f035cfa2-f3be-4e12-aef2-816a30396ea8"	"Marilyn Manson"	"5dfdca28-9ddc-4853-933c-8bc97d87beec"
"2009-01-05T07:41:02"	"1231141262"	"Counting Bodies Like Sheep To The Rhythm Of The War Drums"	"404bf0cd-6ee7-41ff-981f-c0a27998012b"	"A Perfect Circle"	"078a9376-3c04-4280-b7d7-b20e158f345d"	"Counting Bodies Like Sheep To The Rhythm Of The War Drums"	"404bf0cd-6ee7-41ff-981f-c0a27998012b"	"A Perfect Circle"	"078a9376-3c04-4280-b7d7-b20e158f345d"
"2009-01-05T07:54:59"	"1231142099"	"Where is Everybody"	"0997a6f3-a1be-4d95-9a7b-08d5a87bcda3"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Where is Everybody"	"0997a6f3-a1be-4d95-9a7b-08d5a87bcda3"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"2009-02-09T20:43:08"	"1234212188"	"Le matin"	"d34a83f4-63d9-4599-a0fb-0b3f45d6625b"	"Yann Tiersen"	"12d432a3-feb0-49b1-a107-d20751880764"	"Le matin"	"d34a83f4-63d9-4599-a0fb-0b3f45d6625b"	"Yann Tiersen"	"12d432a3-feb0-49b1-a107-d20751880764"
"2009-02-09T20:43:11"	"1234212191"	"L'un part l'autre reste"	""	"Charlotte Gainsbourg"	"6efa29c6-9995-48e0-9eaf-3809464a39a7"	"L'un part l'autre reste"	""	"Charlotte Gainsbourg"	"6efa29c6-9995-48e0-9eaf-3809464a39a7"
"2009-02-09T20:44:05"	"1234212245"	"Sæglópur"	"9b8c653b-a162-494e-8f1d-ee274e1ce524"	"Sigur Rós"	"f6f2326f-6b25-4170-b89d-e235b25508e8"	"Saeglopur"	"38555c06-4a97-478e-9f37-d4502c6af426"	"Sigur Rós"	"f6f2326f-6b25-4170-b89d-e235b25508e8"
"2009-02-09T20:44:14"	"1234212254"	"Kids"	"261b54ec-5552-4099-aa5b-035ceda6bca9"	"MGMT"	"50e6288e-3db5-4253-ae51-5e8738ef2c31"	"Kids"	"261b54ec-5552-4099-aa5b-035ceda6bca9"	"MGMT"	"50e6288e-3db5-4253-ae51-5e8738ef2c31"
